start_state,oracle_target,valley_required,random_terminal,random_best_seen,random_steps,random_min_delta,random_downhill_steps,random_regret,greedy_terminal,greedy_best_seen,greedy_steps,greedy_min_delta,greedy_downhill_steps,greedy_regret,beam_terminal,beam_best_seen,beam_steps,beam_min_delta,beam_downhill_steps,beam_regret,lookahead_terminal,lookahead_best_seen,lookahead_steps,lookahead_min_delta,lookahead_downhill_steps,lookahead_regret,oracle_terminal,oracle_best_seen,oracle_steps,oracle_min_delta,oracle_downhill_steps,oracle_regret
933,174,False,-3.989307000573095,0.26849599427590465,3,-3.7890366621624345,2,6.52608880192099,2.536781801347895,2.536781801347895,3,0.39970364429291516,0,0.0,2.536781801347895,2.536781801347895,3,0.39970364429291516,0,0.0,2.536781801347895,2.536781801347895,3,0.39970364429291516,0,0.0,2.536781801347895,2.536781801347895,3,0.39970364429291516,0,0.0
992,174,True,-0.641136060584877,0.871327993032803,3,-1.2554310069883838,2,3.177917861932772,0.871327993032803,0.871327993032803,0,0.0,0,1.665453808315092,2.536781801347895,2.536781801347895,3,-0.37249692038447546,1,0.0,2.536781801347895,2.536781801347895,3,-0.37249692038447546,1,0.0,2.536781801347895,2.536781801347895,3,-0.37249692038447546,1,0.0
1128,174,True,-1.6500865008941799,0.607666762582502,3,-2.1855570288616883,3,4.186868302242075,0.607666762582502,0.607666762582502,0,0.0,0,1.929115038765393,2.536781801347895,2.536781801347895,3,-0.42422575820264996,1,0.0,2.536781801347895,2.536781801347895,3,-0.42422575820264996,1,0.0,2.536781801347895,2.536781801347895,3,-0.42422575820264996,1,0.0
1131,2345,False,0.83842683841742,0.9709584114623224,3,-0.3964196649159645,1,1.8201651570967998,2.65859199551422,2.65859199551422,2,0.17622320614226938,0,0.0,2.536781801347895,2.65859199551422,3,-0.12181019416632477,1,0.12181019416632477,2.536781801347895,2.65859199551422,3,-0.12181019416632477,1,0.12181019416632477,2.65859199551422,2.65859199551422,2,0.17622320614226938,0,0.0
1469,174,False,0.3857717688767375,0.3857717688767375,3,-0.38341208818315997,1,2.1510100324711576,1.49852238820575,1.49852238820575,2,2.2044744134573717,0,1.0382594131421452,2.536781801347895,2.536781801347895,3,0.9991669546121751,0,0.0,2.536781801347895,2.536781801347895,3,1.3377493400260179,0,0.0,2.536781801347895,2.536781801347895,3,1.3377493400260179,0,0.0
1933,174,False,-1.48953593694488,-0.1941332527409465,3,-1.9086587336096634,1,4.026317738292775,2.536781801347895,2.536781801347895,3,0.2799474397062651,0,0.0,2.536781801347895,2.536781801347895,3,0.2799474397062651,0,0.0,2.536781801347895,2.536781801347895,3,0.2799474397062651,0,0.0,2.536781801347895,2.536781801347895,3,0.2799474397062651,0,0.0
2043,174,False,1.1678447889222956,1.1678447889222956,3,0.6992900735997426,0,1.3689370124255995,1.85218619404473,1.85218619404473,2,2.661121347573586,0,0.6845956073031652,0.6776317900246205,1.1419745870456,3,-0.46434279702097947,1,1.8591500113232746,2.536781801347895,2.536781801347895,3,1.2018397245147447,0,0.0,2.536781801347895,2.536781801347895,3,1.2018397245147447,0,0.0
3137,3094,False,-0.1941332527409465,0.107106231917543,3,-0.7467526909784897,2,3.1109568554278164,2.91682360268687,2.91682360268687,2,0.2550454223739905,0,0.0,2.536781801347895,2.91682360268687,3,-0.380041801338975,1,0.380041801338975,2.536781801347895,2.91682360268687,3,-0.380041801338975,1,0.380041801338975,2.91682360268687,2.91682360268687,2,0.2550454223739905,0,0.0
3237,174,False,0.4988310726483275,0.4988310726483275,3,-0.21690842471582583,1,2.0379507286995677,2.536781801347895,2.536781801347895,3,0.0952246056704747,0,0.0,2.536781801347895,2.536781801347895,3,0.0952246056704747,0,0.0,2.536781801347895,2.536781801347895,3,0.0952246056704747,0,0.0,2.536781801347895,2.536781801347895,3,0.0952246056704747,0,0.0
3313,174,True,-1.240636226181281,0.688039167142401,3,-2.151521085017877,2,3.777418027529176,0.688039167142401,0.688039167142401,0,0.0,0,1.848742634205494,2.536781801347895,2.536781801347895,3,-0.6705598287634088,1,0.0,2.536781801347895,2.536781801347895,3,-0.6705598287634088,1,0.0,2.536781801347895,2.536781801347895,3,-0.6705598287634088,1,0.0
3387,174,False,-3.8078527597471545,-0.404347605065807,3,-4.150657980385843,1,6.34463456109505,2.536781801347895,2.536781801347895,3,0.1345685262505052,0,0.0,2.536781801347895,2.536781801347895,3,0.1345685262505052,0,0.0,2.536781801347895,2.536781801347895,3,0.1345685262505052,0,0.0,2.536781801347895,2.536781801347895,3,0.1345685262505052,0,0.0
3438,174,True,-0.078010742917201,1.32621201333652,3,-1.581878894480242,2,2.614792544265096,1.32621201333652,1.32621201333652,0,0.0,0,1.210569788011375,2.536781801347895,2.536781801347895,3,-0.922807800661633,1,0.0,2.536781801347895,2.536781801347895,3,-0.922807800661633,1,0.0,2.536781801347895,2.536781801347895,3,-0.922807800661633,1,0.0
3450,174,False,0.4327669357006744,0.4327669357006744,3,-0.2861015285420101,1,2.104014865647221,2.536781801347895,2.536781801347895,3,0.015322760894405096,0,0.0,2.536781801347895,2.536781801347895,3,0.015322760894405096,0,0.0,2.536781801347895,2.536781801347895,3,0.015322760894405096,0,0.0,2.536781801347895,2.536781801347895,3,0.015322760894405096,0,0.0
4019,3971,True,-0.033489449431889695,1.71436448333504,3,-1.1264912845457289,3,2.7864956480901797,1.71436448333504,1.71436448333504,0,0.0,0,1.03864171532325,2.536781801347895,2.75300619865829,3,-1.882740404787364,2,0.21622439731039478,2.536781801347895,2.75300619865829,3,-1.882740404787364,2,0.21622439731039478,2.75300619865829,2.75300619865829,2,-1.882740404787364,1,0.0
4321,174,False,0.587873198789311,0.587873198789311,3,0.029538290483334007,0,1.9489086025585842,2.536781801347895,2.536781801347895,3,0.08085500792354505,0,0.0,2.536781801347895,2.536781801347895,3,0.08085500792354505,0,0.0,2.536781801347895,2.536781801347895,3,0.08085500792354505,0,0.0,2.536781801347895,2.536781801347895,3,0.08085500792354505,0,0.0
4411,174,False,-0.487348956083809,0.358661929080312,3,-0.820453534680143,2,3.024130757431704,2.536781801347895,2.536781801347895,3,0.1683157063522751,0,0.0,2.536781801347895,2.536781801347895,3,0.1683157063522751,0,0.0,2.536781801347895,2.536781801347895,3,0.1683157063522751,0,0.0,2.536781801347895,2.536781801347895,3,0.1683157063522751,0,0.0
4664,174,True,0.04453543666821045,1.13869784434858,3,-0.769365536217539,2,2.492246364679685,1.13869784434858,1.13869784434858,0,0.0,0,1.398083956999315,2.536781801347895,2.536781801347895,3,-0.876438986660113,1,0.0,2.536781801347895,2.536781801347895,3,-0.507004445076661,1,0.0,2.536781801347895,2.536781801347895,3,-0.507004445076661,1,0.0
4937,174,False,-2.914705087382865,0.591639715601204,3,-3.404414198511138,2,5.45148688873076,2.22712545020728,2.22712545020728,2,0.46585337124809956,0,0.3096563511406152,2.536781801347895,2.536781801347895,3,-0.6648217949862364,1,0.0,2.536781801347895,2.536781801347895,3,0.46585337124809956,0,0.0,2.536781801347895,2.536781801347895,3,0.46585337124809956,0,0.0
5591,174,False,-0.033489449431889695,-0.033489449431889695,3,-0.1833517023178035,1,2.570271250779785,2.536781801347895,2.536781801347895,3,0.803181550336705,0,0.0,2.536781801347895,2.536781801347895,3,0.803181550336705,0,0.0,2.536781801347895,2.536781801347895,3,0.803181550336705,0,0.0,2.536781801347895,2.536781801347895,3,0.803181550336705,0,0.0
5760,174,False,-0.041633027945122504,0.4072828329369551,3,-0.3086808641423044,2,2.578414829293018,2.536781801347895,2.536781801347895,3,0.40772151796593503,0,0.0,2.536781801347895,2.536781801347895,3,0.40772151796593503,0,0.0,2.536781801347895,2.536781801347895,3,0.40772151796593503,0,0.0,2.536781801347895,2.536781801347895,3,0.40772151796593503,0,0.0
5870,5845,True,-2.61895842473095,0.956338897928226,3,-2.604101546630997,3,5.30667704860244,0.956338897928226,0.956338897928226,0,0.0,0,1.7313797259432637,2.536781801347895,2.68771862387149,3,-0.26237699235201906,2,0.15093682252359475,2.536781801347895,2.68771862387149,3,-0.26237699235201906,2,0.15093682252359475,2.68771862387149,2.68771862387149,2,-0.26237699235201906,1,0.0
6458,2507,False,-1.08400911760349,2.536781801347895,3,-3.5025611670728902,2,4.41425837959184,3.33024926198835,3.33024926198835,2,0.7660666967808851,0,0.0,2.177050747191775,3.33024926198835,3,-1.1531985147965749,1,1.1531985147965749,2.177050747191775,3.33024926198835,3,-1.1531985147965749,1,1.1531985147965749,3.33024926198835,3.33024926198835,2,0.7660666967808851,0,0.0
6507,2507,False,-3.18654794693329,2.536781801347895,3,-3.9760062272400454,2,6.5167972089216395,3.33024926198835,3.33024926198835,2,0.6074108498476851,0,0.0,2.177050747191775,3.33024926198835,3,-1.1531985147965749,1,1.1531985147965749,2.177050747191775,3.33024926198835,3,-1.1531985147965749,1,1.1531985147965749,3.33024926198835,3.33024926198835,2,0.6074108498476851,0,0.0
6638,174,False,1.0574930868493035,1.0574930868493035,3,-2.44820331505895,1,1.4792887144985916,2.536781801347895,2.536781801347895,3,0.8773570938396081,0,0.0,1.1678447889222956,1.33984844430187,3,-0.1720036553795743,1,1.3689370124255995,2.536781801347895,2.536781801347895,3,0.8773570938396081,0,0.0,2.536781801347895,2.536781801347895,3,0.8773570938396081,0,0.0
6769,174,False,-3.5104862138889548,-0.021982148807438984,3,-2.1744105121805006,2,6.04726801523685,2.536781801347895,2.536781801347895,3,0.6482499724608051,0,0.0,2.536781801347895,2.536781801347895,3,0.6482499724608051,0,0.0,2.536781801347895,2.536781801347895,3,0.9752895081669051,0,0.0,2.536781801347895,2.536781801347895,3,0.9752895081669051,0,0.0
6990,174,False,-0.00016245120494598475,0.04453543666821045,3,-1.0142315728899585,1,2.536944252552841,2.536781801347895,2.536781801347895,3,0.25112086146946844,0,0.0,2.536781801347895,2.536781801347895,3,0.25112086146946844,0,0.0,2.536781801347895,2.536781801347895,3,-0.49143516876843996,1,0.0,2.536781801347895,2.536781801347895,3,-0.49143516876843996,1,0.0
7483,174,False,0.561646185363005,0.83842683841742,3,-0.441510143464487,1,1.97513561598489,2.177050747191775,2.177050747191775,3,0.64839243654755,0,0.35973105415612006,2.536781801347895,2.536781801347895,3,-0.238055302875729,1,0.0,2.536781801347895,2.536781801347895,3,0.3623831238063,0,0.0,2.536781801347895,2.536781801347895,3,0.3623831238063,0,0.0
7599,174,False,0.2341830726256065,0.2341830726256065,3,-0.9677840248099701,1,2.3025987287222884,2.177050747191775,2.177050747191775,3,0.64839243654755,0,0.35973105415612006,2.536781801347895,2.536781801347895,3,0.3623831238063,0,0.0,2.536781801347895,2.536781801347895,3,0.3623831238063,0,0.0,2.536781801347895,2.536781801347895,3,0.3623831238063,0,0.0
7831,174,False,2.536781801347895,2.536781801347895,3,0.674636444201135,0,0.0,2.536781801347895,2.536781801347895,3,0.5033046773139378,0,0.0,2.536781801347895,2.536781801347895,3,0.5033046773139378,0,0.0,2.536781801347895,2.536781801347895,3,0.674636444201135,0,0.0,2.536781801347895,2.536781801347895,3,0.674636444201135,0,0.0
8159,174,False,-3.22606820497181,-0.19824550883430467,3,-4.140577742648086,1,5.762850006319705,2.536781801347895,2.536781801347895,3,0.630330702578435,0,0.0,2.536781801347895,2.536781801347895,3,0.630330702578435,0,0.0,2.536781801347895,2.536781801347895,3,0.630330702578435,0,0.0,2.536781801347895,2.536781801347895,3,0.630330702578435,0,0.0
8768,174,False,-2.325854649260835,-2.13479766034054,3,-0.1910569889202951,1,4.86263645060873,2.177050747191775,2.177050747191775,3,0.770497879973725,0,0.35973105415612006,2.536781801347895,2.536781801347895,3,1.181793394695039,0,0.0,2.536781801347895,2.536781801347895,3,1.181793394695039,0,0.0,2.536781801347895,2.536781801347895,3,1.181793394695039,0,0.0
8883,174,False,-1.08400911760349,-1.08400911760349,3,-2.1487822690891996,1,3.620790918951385,2.536781801347895,2.536781801347895,3,0.36693431052207526,0,0.0,2.536781801347895,2.536781801347895,3,0.36693431052207526,0,0.0,2.536781801347895,2.536781801347895,3,0.60908216444439,0,0.0,2.536781801347895,2.536781801347895,3,0.60908216444439,0,0.0
9156,174,False,-1.48953593694488,-1.48953593694488,3,-2.907752687766905,1,4.026317738292775,0.520601166142976,0.520601166142976,2,2.241962035981441,0,2.016180635204919,2.536781801347895,2.536781801347895,3,0.7991016300057301,0,0.0,2.536781801347895,2.536781801347895,3,0.7991016300057301,0,0.0,2.536781801347895,2.536781801347895,3,0.7991016300057301,0,0.0
9458,174,True,0.04453543666821045,1.59872454387415,3,-1.376566034391913,2,2.492246364679685,1.59872454387415,1.59872454387415,0,0.0,0,0.9380572574737451,2.536781801347895,2.536781801347895,3,-1.6841736230735789,1,0.0,2.536781801347895,2.536781801347895,3,-1.6841736230735789,1,0.0,2.536781801347895,2.536781801347895,3,-1.6841736230735789,1,0.0
9726,174,False,1.1678447889222956,1.1678447889222956,3,0.6992900735997426,0,1.3689370124255995,1.85218619404473,1.85218619404473,2,2.661121347573586,0,0.6845956073031652,0.6776317900246205,1.1419745870456,3,-0.46434279702097947,1,1.8591500113232746,2.536781801347895,2.536781801347895,3,0.9986113728236761,0,0.0,2.536781801347895,2.536781801347895,3,0.9986113728236761,0,0.0
10065,174,False,0.9709584114623224,0.9709584114623224,3,-0.015245704430849827,1,1.5658233898855727,2.536781801347895,2.536781801347895,3,0.2905597119456549,0,0.0,2.536781801347895,2.536781801347895,3,0.2905597119456549,0,0.0,2.536781801347895,2.536781801347895,3,0.7382495729894298,0,0.0,2.536781801347895,2.536781801347895,3,0.7382495729894298,0,0.0
10470,174,False,-2.08932005697102,-0.848105646076237,3,-2.780633509643735,2,4.626101858318915,2.536781801347895,2.536781801347895,3,0.10267277355816518,0,0.0,2.536781801347895,2.536781801347895,3,0.10267277355816518,0,0.0,2.536781801347895,2.536781801347895,3,-0.37938192726364794,1,0.0,2.536781801347895,2.536781801347895,3,-0.37938192726364794,1,0.0
10484,174,False,-1.0092901278037631,-1.0092901278037631,3,-1.0798502618475352,1,3.5460719291516583,2.536781801347895,2.536781801347895,3,1.3815811104510651,0,0.0,2.536781801347895,2.536781801347895,3,1.3815811104510651,0,0.0,2.536781801347895,2.536781801347895,3,1.3815811104510651,0,0.0,2.536781801347895,2.536781801347895,3,1.3815811104510651,0,0.0
11003,174,False,-1.227487573339885,1.498661875676213,3,-1.487326351514402,2,3.76426937468778,2.536781801347895,2.536781801347895,3,0.36693431052207526,0,0.0,2.536781801347895,2.536781801347895,3,0.36693431052207526,0,0.0,2.536781801347895,2.536781801347895,3,0.36693431052207526,0,0.0,2.536781801347895,2.536781801347895,3,0.36693431052207526,0,0.0
11515,174,False,-0.27259181818241496,-0.27259181818241496,3,-0.701505697032909,2,2.80937361953031,2.536781801347895,2.536781801347895,3,0.38442465405922044,0,0.0,2.536781801347895,2.536781801347895,3,0.38442465405922044,0,0.0,2.536781801347895,2.536781801347895,3,0.38442465405922044,0,0.0,2.536781801347895,2.536781801347895,3,0.38442465405922044,0,0.0
11704,174,False,-0.822473145925747,-0.6470430593932439,3,-2.5216681649385064,1,3.359254947273642,2.536781801347895,2.536781801347895,3,1.0328473265665852,0,0.0,2.536781801347895,2.536781801347895,3,0.7660666967808851,0,0.0,2.536781801347895,2.536781801347895,3,0.7660666967808851,0,0.0,2.536781801347895,2.536781801347895,3,0.7660666967808851,0,0.0
12388,174,False,0.5137783328720484,0.5137783328720484,3,-1.342266307219249,1,2.0230034684758467,2.536781801347895,2.536781801347895,3,0.42285945989002505,0,0.0,2.536781801347895,2.536781801347895,3,0.42285945989002505,0,0.0,2.536781801347895,2.536781801347895,3,0.003281951748969947,0,0.0,2.536781801347895,2.536781801347895,3,0.003281951748969947,0,0.0
12601,174,True,0.561646185363005,0.561646185363005,3,-1.6628400264008891,2,1.97513561598489,2.177050747191775,2.177050747191775,3,0.9080119348308151,0,0.35973105415612006,2.177050747191775,2.177050747191775,3,0.9080119348308151,0,0.35973105415612006,2.536781801347895,2.536781801347895,3,-1.6628400264008891,1,0.0,2.536781801347895,2.536781801347895,3,-1.6628400264008891,1,0.0
13710,174,False,0.2341830726256065,0.2341830726256065,3,0.7984232531139209,0,2.3025987287222884,2.536781801347895,2.536781801347895,3,0.7830729516803352,0,0.0,2.536781801347895,2.536781801347895,3,0.7830729516803352,0,0.0,2.536781801347895,2.536781801347895,3,0.5570984233431604,0,0.0,2.536781801347895,2.536781801347895,3,0.5570984233431604,0,0.0
13797,174,False,-0.3265910776037303,-0.3265910776037303,3,-0.8553586364670749,2,2.8633728789516253,2.536781801347895,2.536781801347895,3,0.18457473115246525,0,0.0,2.536781801347895,2.536781801347895,3,0.18457473115246525,0,0.0,2.536781801347895,2.536781801347895,3,-0.5984136755681453,1,0.0,2.536781801347895,2.536781801347895,3,-0.5984136755681453,1,0.0
14231,174,False,0.403404212674887,0.694131152425445,3,-0.29072693975055797,1,2.133377588673008,2.536781801347895,2.536781801347895,3,0.34129083212498523,0,0.0,2.536781801347895,2.536781801347895,3,0.34129083212498523,0,0.0,2.536781801347895,2.536781801347895,3,-0.33270441820692986,1,0.0,2.536781801347895,2.536781801347895,3,-0.33270441820692986,1,0.0
